ID_VENTE;CD_PRODUIT;DT_VENTE;ID_CLIENT;QTE_VENTE;PRIX_ACHAT;PRIX_VENTE;;;;
CA-2015-AM10360140-42341;OFF-AR-5633;11/04/2024;AM-103601404;8,00;1.344;1.68;;;;
CA-2014-AA10375140-41958;TEC-AC-5098;12/07/2021;AA-103751408;5,00;199.992;249.99;;;;
CG-2013-SC1030533-41538;TEC-CO-3688;03/03/2024;SC-1030533;5,00;88.6452;110.8065;;;;
CA-2013-AA10375140-41307;TEC-AC-4938;27/04/2021;AA-103751402;2,00;31.9936;39.992;;;;
ES-2012-BT1148545-41177;OFF-AP-3865;21/09/2021;BT-1148545;3,00;89.1072;111.384;;;;
CA-2013-AA10375140-41307;FUR-FU-3836;08/08/2023;AA-103751402;1,00;11.36;14.2;;;;
ES-2015-VP21760139-42280;OFF-AP-4967;28/11/2022;VP-21760139;2,00;136.3896;170.487;;;;
CA-2015-AA10375140-42350;TEC-PH-3965;24/12/2021;AA-103751406;6,00;37.4336;46.792;;;;
CA-2013-AA10375140-41591;OFF-ST-5628;26/03/2021;AA-103751408;7,00;11.328;14.16;;;;
SG-2012-EB3975111-41107;OFF-ST-4266;11/03/2023;EB-3975111;4,00;91.2252;114.0315;;;;
US-2015-AA10375140-42255;OFF-PA-6461;28/05/2021;AA-103751406;9,00;12.7872;15.984;;;;
US-2015-AA10375140-42255;OFF-PA-3328;31/03/2020;AA-103751406;10,00;2.1632;2.704;;;;
MX-2012-JW1607582-40989;TEC-PH-5355;08/03/2023;JW-1607582;9,00;305.928;382.41;;;;
IN-2013-FG1426058-41509;TEC-CO-4593;15/01/2021;FG-1426058;7,00;91.2456;114.057;;;;
CA-2013-AA37523-41544;OFF-BI-3737;13/08/2024;AA-37523;5,00;1.4336;1.792;;;;
IN-2013-TS212057-41495;FUR-CH-5776;17/12/2024;TS-212057;9,00;148.3776;185.472;;;;
NI-2014-NS850595-41699;OFF-AP-4508;27/01/2021;NS-850595;5,00;389.1456;486.432;;;;
ID-2015-TT2146059-42185;TEC-CO-3678;28/06/2022;TT-2146059;9,00;84.064448;105.08056;;;;
IN-2013-SF2006527-41494;TEC-CO-4577;22/11/2020;SF-2006527;10,00;135.391872;169.23984;;;;
IN-2015-MM1792058-42325;OFF-AR-3525;09/10/2020;MM-1792058;9,00;12.8736;16.092;;;;
ES-2012-LT1711048-41248;TEC-PH-3147;01/05/2024;LT-1711048;7,00;178.164;222.705;;;;
ES-2013-RA19285120-41335;TEC-CO-3685;15/06/2024;RA-19285120;6,00;137.7648;172.206;;;;
IN-2013-JH1543092-41466;TEC-MA-5507;06/10/2024;JH-1543092;2,00;40.32;50.4;;;;
US-2015-NF1859582-42145;FUR-TA-3430;20/11/2021;NF-1859582;6,00;249.4368;311.796;;;;
MX-2015-CL1270018-42348;FUR-BO-4857;23/12/2024;CL-1270018;6,00;55.3152;69.144;;;;
ID-2014-KM1666059-41815;FUR-TA-3758;07/06/2023;KM-1666059;7,00;213.672;267.09;;;;
CA-2012-AA10375140-41205;OFF-BI-3306;21/12/2021;AA-103751404;3,00;11.424;14.28;;;;
ES-2012-BK1126048-41009;TEC-CO-3679;03/11/2022;BK-1126048;1,00;83.7696;104.712;;;;
CA-2014-AA10375140-41831;OFF-ST-6157;13/11/2023;AA-103751404;4,00;8.384;10.48;;;;
ES-2014-MB1730545-41759;FUR-BO-5799;22/09/2024;MB-1730545;8,00;35.6256;44.532;;;;
ES-2012-RD19585120-41215;OFF-AP-3571;20/10/2021;RD-19585120;2,00;72.4104;90.513;;;;
IN-2013-RD1990027-41598;OFF-ST-6033;16/10/2022;RD-1990027;6,00;30.9312;38.664;;;;
ES-2012-EM13960139-41152;TEC-MA-4199;02/11/2020;EM-13960139;5,00;123.288;154.11;;;;
ID-2015-TC211457-42343;FUR-CH-4701;27/01/2023;TC-211457;6,00;39.8736;49.842;;;;
MO-2013-AR82586-41362;OFF-AP-3874;24/06/2020;AR-82586;10,00;287.488;359.36;;;;
ES-2013-DL128658-41515;TEC-PH-3141;25/07/2022;DL-128658;7,00;31.3776;39.222;;;;
IN-2012-JK160907-41159;FUR-BO-4851;29/10/2020;JK-160907;4,00;131.76;164.7;;;;
ES-2012-TS21370139-40968;FUR-BO-5763;22/05/2023;TS-21370139;1,00;140.208;175.26;;;;
CA-2012-AA10375140-41019;OFF-BI-2938;26/06/2024;AA-103751404;8,00;3.304;4.13;;;;
IN-2012-FM142907-41174;TEC-MA-6142;26/09/2022;FM-142907;9,00;200.37528;250.4691;;;;
MX-2013-PC1874531-41580;FUR-FU-5727;26/02/2021;PC-1874531;2,00;17.5824;21.978;;;;
IN-2014-CR12580144-41871;TEC-PH-3145;07/03/2022;CR-12580144;8,00;43.7568;54.696;;;;
IN-2013-EB1384027-41418;FUR-BO-5966;10/08/2023;EB-1384027;2,00;206.448;258.06;;;;
IN-2014-BK1126011-41940;TEC-PH-3807;23/09/2022;BK-1126011;9,00;157.0176;196.272;;;;
ID-2013-GT1463597-41564;OFF-AP-4507;02/02/2021;GT-1463597;7,00;289.648;362.06;;;;
IN-2015-DB1361558-42333;FUR-CH-5443;12/01/2020;DB-1361558;6,00;150.2976;187.872;;;;
US-2015-RE1940536-42334;TEC-CO-4767;07/02/2024;RE-1940536;1,00;77.8656;97.332;;;;
ES-2015-DK1298548-42319;TEC-PH-3129;06/12/2023;DK-1298548;9,00;40.0752;50.094;;;;
CA-2014-AA10375140-41958;OFF-PA-6598;03/02/2024;AA-103751408;8,00;3.3792;4.224;;;;
IN-2012-TP21130144-41223;OFF-ST-6248;15/11/2022;TP-21130144;6,00;43.0752;53.844;;;;
MX-2013-SD2048531-41569;FUR-TA-3439;25/02/2024;SD-2048531;6,00;257.184;321.48;;;;
RS-2013-GW4605108-41625;TEC-MA-4203;26/10/2024;GW-4605108;6,00;25.4016;31.752;;;;
ES-2013-SP2092048-41510;TEC-PH-5839;23/11/2020;SP-2092048;9,00;204.48;255.6;;;;
SI-2015-SM10005115-42252;FUR-BO-5780;18/11/2022;SM-10005115;9,00;78.696;98.37;;;;
CA-2013-AA10375140-41402;OFF-AR-5299;09/11/2022;AA-103751404;9,00;2.624;3.28;;;;
MX-2015-CT1199528-42022;FUR-CH-4563;25/07/2023;CT-1199528;6,00;108.072;135.09;;;;
UP-2015-JC5775137-42305;OFF-ST-5700;25/08/2023;JC-5775137;4,00;93.1128;116.391;;;;
IN-2015-MS175307-42290;TEC-CO-4773;24/10/2024;MS-175307;9,00;72.3312;90.414;;;;
MX-2014-JH1598551-41816;FUR-TA-4711;01/03/2022;JH-1598551;8,00;85.248;106.56;;;;
ML-2014-ND846079-41866;FUR-CH-5443;22/10/2024;ND-846079;7,00;150.2976;187.872;;;;
CA-2015-AA10375140-42350;OFF-PA-6445;22/03/2021;AA-103751406;7,00;3.8272;4.784;;;;
CA-2014-AA10375140-41958;OFF-BI-2937;14/07/2021;AA-103751408;9,00;0.9912;1.239;;;;
IN-2014-SS2014027-41929;FUR-BO-4866;09/04/2021;SS-2014027;8,00;39.6576;49.572;;;;
MX-2015-KT16465141-42301;FUR-TA-3346;04/08/2022;KT-16465141;10,00;362.832;453.54;;;;
ID-2014-BG1103527-41781;FUR-FU-4065;26/08/2020;BG-1103527;7,00;24.8128;31.016;;;;
IN-2014-CC1214559-41872;TEC-PH-5813;09/10/2022;CC-1214559;10,00;40.3488;50.436;;;;
IN-2015-DO1343558-42141;OFF-AP-3873;21/08/2022;DO-1343558;9,00;258.3792;322.974;;;;
CA-2015-AA10375140-42350;OFF-BI-3823;02/03/2023;AA-103751406;6,00;4.4856;5.607;;;;
ES-2012-BV11245139-41061;OFF-AP-4965;27/08/2021;BV-11245139;10,00;304.08;380.1;;;;
ID-2012-MG1768058-41219;TEC-PH-5248;12/05/2023;MG-1768058;3,00;41.6304;52.038;;;;
CA-2012-AG10390140-41017;OFF-BI-4344;13/11/2023;AG-103901408;6,00;3.096;3.87;;;;
MX-2015-VP2173082-42297;TEC-MA-6147;04/05/2022;VP-2173082;6,00;153.774;192.2175;;;;
UP-2015-DM2955137-42150;FUR-CH-5808;04/11/2021;DM-2955137;3,00;102.114;127.6425;;;;
MX-2013-ON1871582-41627;FUR-BO-3626;21/03/2023;ON-1871582;10,00;99.3672;124.209;;;;
UP-2013-PJ9015137-41353;OFF-ST-6283;20/10/2022;PJ-9015137;4,00;17.3568;21.696;;;;
IN-2012-TP21130144-41223;TEC-AC-5134;08/06/2022;TP-21130144;8,00;39.5712;49.464;;;;
IN-2012-DH1367558-41233;TEC-PH-3806;07/01/2024;DH-1367558;10,00;208.8576;261.072;;;;
IR-2014-JH582060-41811;TEC-PH-5841;19/01/2021;JH-582060;2,00;203.5968;254.496;;;;
IN-2012-GT1471058-41158;TEC-PH-5271;05/04/2024;GT-1471058;6,00;41.9424;52.428;;;;
IT-2015-ME1801045-42222;FUR-TA-3351;22/04/2023;ME-1801045;1,00;200.604;250.755;;;;
IN-2013-BF1117027-41353;FUR-BO-4848;15/02/2022;BF-1117027;8,00;305.94024;382.4253;;;;
IN-2014-EM139607-41895;FUR-BO-5771;24/02/2023;EM-139607;5,00;71.7408;89.676;;;;
ES-2014-LC1714064-41840;FUR-CH-5380;06/08/2020;LC-1714064;5,00;196.352;245.44;;;;
ES-2013-DB1306045-41622;TEC-CO-5996;16/08/2021;DB-1306045;8,00;53.77216;67.2152;;;;
ES-2014-ML1826548-41787;FUR-TA-3441;01/08/2023;ML-1826548;7,00;424.944;531.18;;;;
MX-2013-CR1273082-41447;FUR-TA-5071;24/06/2022;CR-1273082;10,00;75.1392;93.924;;;;
MX-2014-BS1138026-41985;TEC-CO-5991;24/02/2020;BS-1138026;10,00;95.76;119.7;;;;
MX-2015-NG1843018-42298;FUR-FU-6253;12/09/2021;NG-1843018;4,00;61.5888;76.986;;;;
CA-2012-AG10390140-41017;OFF-PA-6597;20/10/2020;AG-103901408;8,00;4.1472;5.184;;;;
IN-2013-AH106907-41636;FUR-CH-5774;27/08/2023;AH-106907;5,00;275.4;344.25;;;;
MX-2013-TS2134082-41566;FUR-CH-4532;14/04/2021;TS-2134082;5,00;152.2752;190.344;;;;
ID-2012-EH14125102-41097;TEC-MA-5548;11/06/2024;EH-14125102;10,00;165.6;207;;;;
IN-2014-EH1376527-41855;FUR-BO-3897;04/12/2022;EH-1376527;6,00;90.032;112.54;;;;
MX-2015-RD1966082-42038;TEC-PH-5358;18/10/2024;RD-1966082;3,00;29.8656;37.332;;;;
MA-2015-CD198077-42363;TEC-CO-3710;09/11/2020;CD-198077;8,00;121.1712;151.464;;;;
AG-2015-CL25653-42164;OFF-AP-4963;12/08/2020;CL-25653;8,00;126.2592;157.824;;;;
MX-2013-JK1609082-41399;FUR-CH-5378;20/08/2024;JK-1609082;5,00;110.5056;138.132;;;;
ID-2013-SC2080059-41380;FUR-TA-3431;15/12/2024;SC-2080059;1,00;220.0576;275.072;;;;
ES-2012-SC2080045-41138;TEC-CO-4569;09/10/2024;SC-2080045;4,00;105.468;131.835;;;;
MX-2014-JK1562526-41962;FUR-CH-4531;28/10/2020;JK-1562526;10,00;113.6664;142.083;;;;
RS-2014-MO7800108-41808;OFF-ST-4268;23/12/2021;MO-7800108;6,00;82.944;103.68;;;;
IT-2014-CA1226545-41798;FUR-TA-3435;11/03/2024;CA-1226545;8,00;142.96008;178.7001;;;;
ID-2014-FM1421559-41651;FUR-TA-3779;30/11/2020;FM-1421559;1,00;76.8144;96.018;;;;
ES-2013-ND18370139-41318;TEC-CO-6006;02/11/2022;ND-18370139;3,00;50.918784;63.64848;;;;
EG-2015-CR258038-42335;FUR-TA-4705;05/12/2024;CR-258038;8,00;174.1428;217.6785;;;;
ES-2015-SM20320139-42190;TEC-PH-5269;12/12/2022;SM-20320139;6,00;180.7512;225.939;;;;
AJ-2012-TC109809-41067;FUR-CH-4654;25/08/2023;TC-109809;10,00;145.5072;181.884;;;;
IN-2014-GM1468027-41849;TEC-PH-5843;21/01/2024;GM-1468027;8,00;40.3488;50.436;;;;
IN-2014-BP112307-41655;TEC-AC-5872;21/12/2022;BP-112307;2,00;53.9568;67.446;;;;
MZ-2014-TT1126587-41742;OFF-AP-3873;02/10/2022;TT-1126587;5,00;258.3792;322.974;;;;
IN-2014-BF110807-41976;OFF-AP-3864;17/01/2024;BF-110807;10,00;59.2832;74.104;;;;
CA-2012-AG10390140-41154;OFF-LA-3236;11/02/2020;AG-103901406;9,00;1.8432;2.304;;;;
ID-2013-JB159257-41527;OFF-AP-4964;29/07/2023;JB-159257;8,00;182.2656;227.832;;;;
IN-2012-SB20290144-41087;OFF-AP-4505;20/02/2024;SB-20290144;5,00;115.5776;144.472;;;;
MX-2013-GD1459082-41506;TEC-CO-3707;18/03/2023;GD-1459082;2,00;91.224;114.03;;;;
UP-2012-RD9900137-40968;TEC-AC-5135;16/04/2020;RD-9900137;6,00;98.052;122.565;;;;
IN-2013-ML1804059-41513;TEC-CO-5996;06/12/2023;ML-1804059;2,00;53.77216;67.2152;;;;
CA-2014-AG10390140-41964;OFF-BI-3308;08/05/2022;AG-103901406;5,00;12.824;16.03;;;;
CA-2014-AG10390140-41964;OFF-PA-6083;09/01/2022;AG-103901406;6,00;5.232;6.54;;;;
ES-2013-CH1207045-41598;TEC-AC-5226;18/02/2021;CH-1207045;5,00;118.2816;147.852;;;;
IN-2015-RS1976592-42202;TEC-CO-3687;20/11/2023;RS-1976592;3,00;76.3272;95.409;;;;
IT-2015-JF1535545-42126;OFF-ST-6049;03/11/2022;JF-1535545;3,00;63.1968;78.996;;;;
MX-2012-LT1676593-40931;FUR-BO-3890;20/06/2021;LT-1676593;8,00;208.29312;260.3664;;;;
CA-2015-AG10390140-42255;FUR-FU-3830;09/06/2023;AG-103901404;4,00;3.1616;3.952;;;;
CA-2014-AG10390140-41964;OFF-BI-2880;11/03/2024;AG-103901406;8,00;0.7008;0.876;;;;
CA-2014-AG10390140-41975;OFF-AR-5323;08/04/2023;AG-103901408;1,00;2.352;2.94;;;;
ES-2015-FA14230139-42223;FUR-BO-5941;18/11/2023;FA-14230139;3,00;72.192;90.24;;;;
MX-2012-GT1471039-40975;FUR-CH-4532;15/08/2024;GT-1471039;5,00;152.2752;190.344;;;;
US-2015-AR10405140-42244;FUR-TA-5421;30/06/2023;AR-104051406;1,00;243.008;303.76;;;;
IT-2015-KB1640562-42274;TEC-CO-5995;01/03/2024;KB-1640562;1,00;53.19808;66.4976;;;;
IN-2013-ST2053059-41430;TEC-CO-4578;13/06/2021;ST-2053059;8,00;102.3744;127.968;;;;
MX-2013-DK1337582-41530;TEC-AC-5224;27/08/2022;DK-1337582;3,00;58.5648;73.206;;;;
IS-2014-AS13563-41923;OFF-ST-6264;11/01/2023;AS-13563;8,00;48.7728;60.966;;;;
IN-2012-SP2062011-41262;FUR-CH-5378;09/02/2021;SP-2062011;4,00;110.5056;138.132;;;;
IN-2013-EC1405058-41605;TEC-AC-4186;18/04/2021;EC-1405058;5,00;54.6432;68.304;;;;
EG-2012-IG508538-41109;TEC-PH-5270;10/05/2024;IG-508538;8,00;90.1884;112.7355;;;;
ID-2012-TB2117559-41132;TEC-CO-3685;11/11/2021;TB-2117559;6,00;137.7648;172.206;;;;
MX-2015-TB2135518-42270;FUR-BO-5798;20/10/2021;TB-2135518;8,00;36.36;45.45;;;;
ID-2015-MC176357-42132;TEC-AC-5226;19/10/2021;MC-176357;10,00;118.2816;147.852;;;;
CA-2013-AR10405140-41486;TEC-AC-5237;04/05/2023;AR-104051408;5,00;25.568;31.96;;;;
MX-2015-GT1475582-42157;FUR-TA-3346;27/07/2020;GT-1475582;5,00;362.832;453.54;;;;
CA-2012-AR10405140-41184;FUR-TA-3426;30/04/2024;AR-104051404;7,00;100.4024;125.503;;;;
IT-2012-DF13135139-41213;TEC-CO-3598;12/04/2023;DF-13135139;9,00;101.593024;126.99128;;;;
CA-2015-AR10405140-42175;TEC-AC-6072;26/05/2022;AR-104051406;9,00;8.2496;10.312;;;;
IT-2014-MF18250139-41646;OFF-ST-6046;06/08/2024;MF-18250139;9,00;47.6208;59.526;;;;
ES-2014-JF1535545-41804;FUR-CH-5446;27/07/2022;JF-1535545;3,00;45.888;57.36;;;;
IN-2013-CS1249027-41360;FUR-BO-5763;24/07/2024;CS-1249027;9,00;140.208;175.26;;;;
ID-2014-MY182957-41640;TEC-AC-5122;29/01/2021;MY-182957;2,00;32.3808;40.476;;;;
ES-2015-RD1948048-42140;OFF-AP-4735;01/05/2022;RD-1948048;8,00;378.4968;473.121;;;;
ES-2013-SS2041045-41501;FUR-CH-5441;12/08/2021;SS-2041045;10,00;112.7808;140.976;;;;
EN-2013-AS24042-41422;FUR-BO-3640;03/12/2022;AS-24042;2,00;156.5184;195.648;;;;
ZA-2012-PG8820146-40927;OFF-AR-3494;11/04/2022;PG-8820146;8,00;9.552;11.94;;;;
CM-2015-JS603022-42151;OFF-AP-3574;29/06/2022;JS-603022;10,00;124.5024;155.628;;;;
MX-2014-SS2059031-41977;TEC-PH-5356;02/06/2020;SS-2059031;9,00;204.4512;255.564;;;;
IZ-2013-CS249061-41295;OFF-AP-4507;01/03/2021;CS-249061;10,00;289.648;362.06;;;;
ES-2015-CS1195096-42324;FUR-BO-3894;19/07/2020;CS-1195096;2,00;62.79336;78.4917;;;;
RO-2012-CM2715107-41059;TEC-PH-5336;04/03/2024;CM-2715107;5,00;89.616;112.02;;;;
IN-2012-TB213557-41066;TEC-PH-5812;30/12/2022;TB-213557;2,00;54.2976;67.872;;;;
UP-2015-BM1140137-42119;TEC-CO-4775;21/09/2022;BM-1140137;8,00;71.5536;89.442;;;;
ID-2013-HG1502597-41579;TEC-CO-3610;03/03/2024;HG-1502597;9,00;120.6432;150.804;;;;
ES-2012-RD1972045-41265;OFF-ST-4258;28/07/2021;RD-1972045;6,00;33.0696;41.337;;;;
MX-2013-HF1499518-41423;FUR-CH-4562;22/12/2020;HF-1499518;7,00;42.6456;53.307;;;;
ES-2014-ME1801045-41959;FUR-FU-4034;14/08/2022;ME-1801045;1,00;13.5648;16.956;;;;
IT-2013-LL1684045-41634;TEC-AC-5226;24/11/2022;LL-1684045;2,00;118.2816;147.852;;;;
ID-2014-CM1211558-41768;FUR-CH-5449;13/08/2024;CM-1211558;2,00;30.5408;38.176;;;;
CA-2012-AR10405140-41184;FUR-CH-4403;08/08/2021;AR-104051404;3,00;28.5488;35.686;;;;
LY-2013-EB370574-41409;FUR-BO-4850;08/12/2023;EB-370574;8,00;132.192;165.24;;;;
IN-2014-RH19555102-41858;TEC-MA-5512;04/04/2023;RH-19555102;6,00;64.0584;80.073;;;;
SF-2012-JH5820117-40949;TEC-PH-3791;04/01/2022;JH-5820117;1,00;43.0704;53.838;;;;
IN-2012-SP2062011-41262;TEC-CO-3684;04/01/2020;SP-2062011;7,00;98.5608;123.201;;;;
IN-2015-JL1523527-42322;TEC-MA-5008;17/05/2022;JL-1523527;5,00;75.2256;94.032;;;;
ES-2014-PK1891048-41944;OFF-ST-5703;07/09/2022;PK-1891048;3,00;67.4208;84.276;;;;
CA-2015-AR10405140-42175;OFF-PA-6498;13/03/2024;AR-104051406;7,00;39.128;48.91;;;;
CA-2015-AR10405140-42145;OFF-BI-6098;19/03/2023;AR-104051402;4,00;3.3024;4.128;;;;
CA-2012-AC10420140-41101;FUR-TA-4622;13/06/2024;AC-104201404;3,00;116.392;145.49;;;;
ES-2013-RA1994564-41584;OFF-AP-3866;03/07/2022;RA-1994564;1,00;134.0208;167.526;;;;
IN-2014-BS1138027-41759;FUR-CH-4654;18/11/2021;BS-1138027;3,00;145.5072;181.884;;;;
RS-2015-CC2370108-42178;FUR-BO-5780;17/04/2020;CC-2370108;9,00;78.696;98.37;;;;
SA-2013-JP6135110-41439;FUR-TA-3349;05/04/2022;JP-6135110;9,00;213.26352;266.5794;;;;
ES-2015-LW16825139-42218;TEC-MA-5007;12/09/2020;LW-16825139;9,00;206.23176;257.7897;;;;
IN-2012-BM1157527-41153;FUR-TA-4644;13/10/2024;BM-1157527;6,00;276.8808;346.101;;;;
MX-2013-SH1997582-41454;FUR-BO-3646;14/09/2024;SH-1997582;3,00;49.404;61.755;;;;
IN-2015-JB1592527-42360;TEC-MA-5016;11/12/2022;JB-1592527;7,00;63.9;79.875;;;;
US-2013-AG1033082-41549;FUR-CH-5776;17/08/2023;AG-1033082;10,00;148.3776;185.472;;;;
IN-2015-MS175307-42290;TEC-CO-4791;05/01/2022;MS-175307;10,00;143.364;179.205;;;;
US-2015-AC10420140-42137;OFF-ST-4245;02/02/2024;AC-104201402;2,00;25.584;31.98;;;;
IN-2012-JR156707-40975;TEC-PH-3146;24/08/2020;JR-156707;1,00;43.728;54.66;;;;
CA-2014-AC10420140-41693;OFF-EN-5668;11/05/2024;AC-104201406;6,00;19.192;23.99;;;;
US-2015-AC10420140-42137;OFF-BI-6392;06/07/2021;AC-104201402;5,00;34.24;42.8;;;;
IN-2015-PP1895566-42315;TEC-AC-5224;04/02/2022;PP-1895566;4,00;58.5648;73.206;;;;
IT-2012-RA19285120-41256;TEC-CO-5991;22/09/2023;RA-19285120;10,00;95.76;119.7;;;;
IT-2015-CA1196548-42195;TEC-MA-5012;01/12/2023;CA-1196548;9,00;20.304;25.38;;;;
IS-2015-PB921063-42062;TEC-CO-4774;09/01/2021;PB-921063;8,00;203.7144;254.643;;;;
CA-2012-AC10420140-41101;OFF-BI-6321;21/06/2021;AC-104201404;6,00;0.7712;0.964;;;;
IN-2015-MC17575130-42278;FUR-BO-5787;12/10/2022;MC-17575130;6,00;166.8864;208.608;;;;
ES-2013-AS10225139-41425;TEC-PH-5841;08/05/2021;AS-10225139;1,00;203.5968;254.496;;;;
IN-2013-BS1175592-41591;FUR-TA-3437;27/08/2021;BS-1175592;7,00;141.888;177.36;;;;
ID-2013-BE1141059-41496;FUR-BO-3904;27/05/2022;BE-1141059;3,00;77.312;96.64;;;;
ES-2014-JC15385139-41960;TEC-PH-5354;16/07/2023;JC-15385139;2,00;381.69;477.1125;;;;
CA-2015-AT10435140-42348;FUR-TA-3410;01/09/2024;AT-104351404;8,00;99.592;124.49;;;;
ES-2012-MH1762062-41060;FUR-BO-4851;01/07/2024;MH-1762062;10,00;131.76;164.7;;;;
CA-2015-AT10435140-42348;OFF-AP-4565;06/08/2023;AT-104351404;3,00;120.96;151.2;;;;
SF-2014-SW10245117-41873;FUR-BO-4848;01/07/2024;SW-10245117;6,00;305.94024;382.4253;;;;
CA-2014-AT10435140-41968;TEC-PH-4868;06/12/2021;AT-104351404;10,00;16.76;20.95;;;;
ES-2013-RB1936045-41629;OFF-AP-4506;05/06/2024;RB-1936045;4,00;173.5488;216.936;;;;
ES-2015-TA2138548-42096;FUR-BO-3887;19/07/2020;TA-2138548;3,00;45.696;57.12;;;;
MO-2012-CP234086-41131;TEC-CO-4592;14/12/2024;CP-234086;6,00;302.712;378.39;;;;
IN-2014-NS1864092-41816;OFF-AP-3872;22/12/2024;NS-1864092;8,00;357.04608;446.3076;;;;
CA-2013-AT10435140-41523;OFF-BI-4353;24/09/2023;AT-104351408;8,00;2.7552;3.444;;;;
CA-2014-AT10435140-41968;FUR-FU-3923;02/09/2021;AT-104351404;9,00;1.5904;1.988;;;;
MX-2012-TR2132518-41110;TEC-CO-5998;24/09/2021;TR-2132518;8,00;141.7392;177.174;;;;
ZA-2012-NF8385146-41256;TEC-CO-3598;12/08/2023;NF-8385146;10,00;101.593024;126.99128;;;;
ES-2014-TZ21580139-41692;OFF-AP-3868;10/10/2023;TZ-21580139;8,00;198.204;247.755;;;;
ES-2012-AG1049545-41002;FUR-CH-5448;27/02/2023;AG-1049545;9,00;82.29144;102.8643;;;;
CA-2015-AT10435140-42348;OFF-AR-5291;01/09/2021;AT-104351404;1,00;3.5712;4.464;;;;
IN-2012-NG1843027-41251;TEC-CO-6000;12/05/2023;NG-1843027;2,00;94.29264;117.8658;;;;
IZ-2013-TB1105561-41441;TEC-AC-5225;24/05/2023;TB-1105561;4,00;105.6896;132.112;;;;
SF-2015-LT7110117-42280;TEC-PH-3152;13/11/2022;LT-7110117;4,00;29.6136;37.017;;;;
IN-2015-HK1489059-42244;TEC-CO-5998;13/01/2022;HK-1489059;7,00;141.7392;177.174;;;;
ID-2015-JC15340102-42012;TEC-CO-4791;21/01/2023;JC-15340102;1,00;143.364;179.205;;;;
CA-2015-AT10435140-42097;OFF-AR-5295;15/12/2024;AT-104351406;3,00;1.7792;2.224;;;;
IN-2014-BK1126027-41909;OFF-AP-4498;16/04/2020;BK-1126027;8,00;90.4032;113.004;;;;
MX-2012-CK1276082-41165;TEC-CO-4775;30/03/2022;CK-1276082;7,00;71.5536;89.442;;;;
ID-2015-MB17305144-42049;TEC-AC-4186;11/10/2020;MB-17305144;9,00;54.6432;68.304;;;;
IN-2012-AT107357-41065;TEC-CO-4590;03/06/2020;AT-107357;5,00;122.1216;152.652;;;;
CA-2012-AT10435140-41236;OFF-BI-2907;14/06/2020;AT-104351406;5,00;1.5312;1.914;;;;
ID-2015-AG1030092-42132;FUR-BO-5951;07/10/2022;AG-1030092;9,00;226.7148;283.3935;;;;
MX-2013-JC1538518-41384;TEC-CO-3707;13/11/2020;JC-1538518;1,00;91.224;114.03;;;;
IN-2015-SD2048527-42259;OFF-ST-5702;26/09/2021;SD-2048527;4,00;67.728;84.66;;;;
CA-2012-AT10435140-41269;OFF-FA-6129;20/03/2024;AT-104351404;9,00;16.8832;21.104;;;;
ES-2014-BD1163591-41802;TEC-MA-5005;18/04/2023;BD-1163591;7,00;42.0408;52.551;;;;
CA-2015-AC10450140-42358;OFF-SU-5168;25/02/2020;AC-104501408;8,00;532.9984;666.248;;;;
IN-2015-SD2048527-42259;TEC-PH-3133;30/10/2020;SD-2048527;5,00;23.856;29.82;;;;
CA-2015-AC10450140-42281;OFF-BI-4343;22/12/2020;AC-104501402;2,00;143.5184;179.398;;;;
US-2012-AC10450140-41212;TEC-PH-5607;28/08/2021;AC-104501404;9,00;74.2336;92.792;;;;
ES-2012-MH1811564-41270;FUR-BO-3624;20/02/2023;MH-1811564;4,00;214.3128;267.891;;;;
IN-2015-BE1133527-42276;TEC-MA-5018;27/01/2023;BE-1133527;7,00;88.1064;110.133;;;;
IT-2015-DC1328545-42125;FUR-TA-4643;22/02/2020;DC-1328545;4,00;276.4776;345.597;;;;
ID-2014-CG1252059-41802;TEC-CO-3587;18/10/2021;CG-1252059;8,00;84.3936;105.492;;;;
IN-2014-KC165407-41921;TEC-CO-3679;25/12/2020;KC-165407;10,00;83.7696;104.712;;;;
IN-2014-JE1616592-41725;TEC-CO-3599;10/12/2020;JE-1616592;10,00;63.303744;79.12968;;;;
CA-2014-AC10450140-41968;OFF-BI-4822;09/11/2021;AC-104501404;4,00;48.7984;60.998;;;;
IT-2014-JM1558045-41923;TEC-AC-3405;27/02/2020;JM-1558045;2,00;110.4896;138.112;;;;
IN-2015-VP2173058-42085;FUR-TA-5058;08/05/2023;VP-2173058;10,00;343.62;429.525;;;;
MX-2015-KC1625555-42308;FUR-BO-3892;01/09/2022;KC-1625555;9,00;164.304;205.38;;;;
CA-2013-AC45023-41450;OFF-BI-6370;04/11/2022;AC-45023;3,00;6.2912;7.864;;;;
CA-2013-AC10450140-41586;OFF-BI-6209;25/01/2022;AC-104501406;1,00;1.4256;1.782;;;;
SF-2015-EH3945117-42075;OFF-AP-3579;22/02/2024;EH-3945117;10,00;299.488;374.36;;;;
US-2013-AC10450140-41440;TEC-AC-3407;12/05/2024;AC-104501408;1,00;11.672;14.59;;;;
ES-2015-LR1691545-42237;TEC-CO-4580;12/07/2020;LR-1691545;2,00;35.5968;44.496;;;;
ID-2013-JE154757-41639;FUR-BO-3635;06/05/2024;JE-154757;8,00;74.1504;92.688;;;;
